ticket_id,ticket_text,category,priority,created_date
TKT-189400,DO YOU SHIP INTERNATIONALLY?,other,medium,2022-06-23
TKT-739456,"PLEASE REFUND MY LAST PAYMENT, I MEANT TO CANCEL",billing,low,2023-06-23
TKT-323119,The items don't match what was advertised,product,low,2024-01-06
TKT-686428,THE PRODUCT QUALITY HAS REALLY GONE DOWN,product,medium,2022-05-19
TKT-290788,Where is my order? It's been 2 weeks,shipping,high,2023-03-29
TKT-867533,How do I skip next month's box?,product,medium,2023-03-07
TKT-830957,WHEN IS MY NEXT BILLING DATE?,billing,medium,2023-05-18
TKT-611483,The items don't match what was advertised,product,low,2023-05-09
TKT-980213,What's coming in next month's box?!!!,other,medium,2022-10-07
TKT-571508,URGENT: I want to dispute this charge!!!,billing,low,2022-07-06
TKT-900721,Can I change my shipping address?,shipping,medium,2022-07-31
TKT-825579,When is my next billing date?,billing,medium,2023-10-02
TKT-242210,THE TRACKING NUMBER DOESN'T WORK,shipping,low,2022-08-04
TKT-414005,I want to dispute this charge,billing,high,2022-11-22
TKT-423831,CAN I PAUSE MY SUBSCRIPTION?!!!,account,low,2023-12-17
TKT-336429,Just wanted to say I love your service!,other,medium,2022-09-29
TKT-693531,HOW DO I CANCEL MY MEMBERSHIP?,account,low,2022-08-11
TKT-464178,I received the wrong items in my box,shipping,high,2022-08-23
TKT-406797,URGENT: WHY DID MY PRICE INCREASE? I DIDN'T AUTHORIZE THIS,billing,medium,2023-10-17
TKT-363524,I want to update my email address,account,high,2023-04-13
TKT-106335,How do I reset my password?,account,medium,2022-07-18
TKT-547894,I keep getting duplicates of items I already have,product,high,2022-05-17
TKT-102153,I can't log into my account,account,low,2024-01-03
TKT-678056,I received the wrong items in my box,shipping,low,2023-03-28
TKT-305825,Can I change my shipping address?,shipping,high,2023-06-17
TKT-443192,I forgot my username!!!,account,high,2022-08-10
TKT-415616,Can I pause my subscription?,account,low,2023-09-15
TKT-668403,I CAN'T LOG INTO MY ACCOUNT,account,medium,2023-03-05
TKT-660679,THERE'S AN UNKNOWN CHARGE ON MY ACCOUNT FROM STREAMCART,billing,medium,2023-08-16
TKT-592451,There's an unknown charge on my account from StreamCart!!!,billing,medium,2022-07-11
TKT-535050,Why did my price increase? I didn't authorize this,billing,low,2022-03-23
TKT-138286,MY BOX WAS DAMAGED WHEN IT ARRIVED,shipping,medium,2022-12-19
TKT-563482,Why did my price increase? I didn't authorize this,billing,low,2022-05-03
TKT-864884,How do I reset my password?!!!,account,medium,2022-02-12
TKT-916248,The items don't match what was advertised!!!,product,low,2022-01-13
TKT-308506,Where is my order? It's been 2 weeks,shipping,medium,2022-05-22
TKT-533018,I received the wrong items in my box,shipping,low,2023-01-24
TKT-977280,My box was damaged when it arrived,shipping,high,2022-01-02
TKT-287020,I WANT TO DISPUTE THIS CHARGE,billing,low,2023-05-17
TKT-730642,URGENT: Why is shipping taking so long?,shipping,low,2023-03-28
TKT-219450,When is my next billing date?!!!,billing,medium,2022-06-19
TKT-802184,How do I skip next month's box?,product,low,2022-03-11
TKT-418624,Do you have a referral program?,other,medium,2022-09-21
TKT-611797,"Please refund my last payment, I meant to cancel!!!",billing,medium,2022-07-18
TKT-746367,WHY IS SHIPPING TAKING SO LONG?,shipping,low,2023-10-06
TKT-347129,URGENT: Can I switch to a cheaper plan?,billing,medium,2023-10-04
TKT-958245,I can't log into my account!!!,account,low,2022-09-15
TKT-787031,Just wanted to say I love your service!,other,low,2023-12-15
TKT-153120,I received the wrong items in my box,shipping,medium,2023-06-19
TKT-186684,CAN I CUSTOMIZE WHAT I RECEIVE?,product,medium,2023-01-30
TKT-731792,The product quality has really gone down!!!,product,medium,2023-08-06
TKT-452920,When is my next billing date?,billing,high,2023-11-14
TKT-196819,I received the wrong items in my box!!!,shipping,low,2023-01-27
TKT-405544,WHAT'S COMING IN NEXT MONTH'S BOX?,other,low,2022-12-18
TKT-314657,I can't log into my account,account,medium,2022-08-10
TKT-558256,When is my next billing date?,billing,low,2023-05-24
TKT-136463,I can't log into my account,account,low,2022-03-11
TKT-735483,"Please refund my last payment, I meant to cancel!!!",billing,medium,2023-01-05
TKT-364826,I CAN'T LOG INTO MY ACCOUNT,account,low,2023-01-01
TKT-907919,When is my next billing date?,billing,low,2023-05-03
TKT-578803,The tracking number doesn't work,shipping,medium,2022-09-12
TKT-777248,URGENT: How do I reset my password?,account,medium,2022-04-25
TKT-189844,"I'm allergic to something in the box, what ingredients are used?",product,low,2022-01-27
TKT-149559,When is my next billing date?,billing,low,2022-12-31
TKT-879577,Where is my order? It's been 2 weeks,shipping,low,2022-07-05
TKT-269863,Can I change my shipping address?,shipping,medium,2022-01-05
TKT-240330,THE ITEMS DON'T MATCH WHAT WAS ADVERTISED,product,low,2023-07-28
TKT-425885,When is my next billing date?,billing,low,2023-08-05
TKT-464209,Can I gift a subscription to someone?,other,medium,2023-07-27
TKT-364889,I want to update my email address,account,low,2022-07-19
TKT-715818,My package never arrived,shipping,low,2022-03-09
TKT-904398,URGENT: Can I pause my subscription?,account,medium,2023-07-24
TKT-428455,I want to update my email address!!!,account,medium,2023-04-10
TKT-663956,The tracking number doesn't work!!!,shipping,high,2022-08-16
TKT-228326,Can I change my shipping address?,shipping,low,2022-02-01
TKT-672388,I KEEP GETTING DUPLICATES OF ITEMS I ALREADY HAVE,product,medium,2023-11-13
TKT-772220,WHERE IS MY ORDER? IT'S BEEN 2 WEEKS!!!,shipping,medium,2023-08-05
TKT-698823,Can I customize what I receive?,product,medium,2023-01-06
TKT-935827,URGENT: HOW DO I RESET MY PASSWORD?,account,high,2022-02-22
TKT-306594,CAN I GIFT A SUBSCRIPTION TO SOMEONE?,other,low,2023-05-03
TKT-384284,Do you ship internationally?!!!,other,low,2023-09-30
TKT-519963,Where is my order? It's been 2 weeks,shipping,medium,2022-08-03
TKT-565106,THE TRACKING NUMBER DOESN'T WORK,shipping,high,2022-08-27
TKT-510265,MY ACCOUNT SEEMS TO BE HACKED,account,medium,2023-04-24
TKT-253636,I keep getting duplicates of items I already have,product,low,2023-04-06
TKT-466821,Can I gift a subscription to someone?!!!,other,medium,2022-08-22
TKT-808565,Can I switch to a cheaper plan?,billing,low,2022-04-18
TKT-457567,URGENT: CAN I PAUSE MY SUBSCRIPTION?,account,high,2022-05-14
TKT-390443,Can I change my shipping address?,shipping,high,2023-09-19
TKT-283590,I received the wrong items in my box,shipping,low,2023-05-03
TKT-390484,URGENT: Can I customize what I receive?,product,medium,2022-07-17
TKT-541365,I forgot my username,account,low,2022-10-09
TKT-464850,I FORGOT MY USERNAME,account,medium,2022-03-29
TKT-652285,I keep getting duplicates of items I already have!!!,product,high,2022-11-15
TKT-965289,URGENT: Can I pause my subscription?,account,medium,2023-06-14
TKT-827950,"I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?",product,medium,2022-12-15
TKT-551907,Can I switch to a cheaper plan?,billing,low,2022-02-22
TKT-414463,URGENT: My package never arrived,shipping,medium,2022-06-13
TKT-452628,How do I cancel my membership?,account,medium,2023-12-02
TKT-820459,URGENT: The items don't match what was advertised,product,low,2023-12-08
TKT-113170,"PLEASE REFUND MY LAST PAYMENT, I MEANT TO CANCEL",billing,medium,2023-04-10
TKT-928136,URGENT: I keep getting duplicates of items I already have!!!,product,low,2023-11-17
TKT-431642,There's an unknown charge on my account from StreamCart,billing,medium,2023-01-18
TKT-952997,My account seems to be hacked,account,low,2023-09-14
TKT-470272,Why did my price increase? I didn't authorize this,billing,high,2023-10-17
TKT-138188,URGENT: What's coming in next month's box?,other,medium,2023-12-15
TKT-926572,How do I skip next month's box?!!!,product,low,2022-01-28
TKT-319219,I received the wrong items in my box,shipping,medium,2023-06-23
TKT-288989,Do you have a referral program?,other,high,2022-06-02
TKT-710023,My package never arrived,shipping,low,2023-02-26
TKT-632370,I was charged twice for my subscription this month!!!,billing,low,2023-07-12
TKT-470337,CAN I CUSTOMIZE WHAT I RECEIVE?,product,low,2024-01-04
TKT-255389,When is my next billing date?,billing,low,2022-01-19
TKT-529948,THE ITEMS DON'T MATCH WHAT WAS ADVERTISED,product,low,2022-01-01
TKT-706562,The items don't match what was advertised,product,low,2023-09-15
TKT-159910,URGENT: The product quality has really gone down,product,medium,2022-03-02
TKT-801031,How do I reset my password?,account,low,2023-04-29
TKT-743261,Why did my price increase? I didn't authorize this,billing,medium,2022-06-04
TKT-536574,Can I pause my subscription?,account,medium,2022-06-26
TKT-541666,I received the wrong items in my box,shipping,low,2022-01-29
TKT-855900,"Please refund my last payment, I meant to cancel",billing,medium,2023-07-29
TKT-491009,I CAN'T LOG INTO MY ACCOUNT,account,low,2023-11-02
TKT-653828,I was charged twice for my subscription this month,billing,low,2023-10-06
TKT-214568,I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,medium,2023-05-05
TKT-887088,"PLEASE REFUND MY LAST PAYMENT, I MEANT TO CANCEL",billing,low,2022-03-29
TKT-202100,MY BOX WAS DAMAGED WHEN IT ARRIVED!!!,shipping,low,2022-06-10
TKT-659067,Can I switch to a cheaper plan?,billing,low,2022-05-05
TKT-311279,My package never arrived,shipping,high,2023-06-19
TKT-129009,"I'm allergic to something in the box, what ingredients are used?",product,medium,2023-08-22
TKT-222468,Can I customize what I receive?,product,low,2022-10-13
TKT-142823,MY ACCOUNT SEEMS TO BE HACKED,account,high,2022-12-22
TKT-556463,"I'm allergic to something in the box, what ingredients are used?",product,low,2022-07-04
TKT-240493,There's an unknown charge on my account from StreamCart,billing,high,2022-09-09
TKT-258387,"Please refund my last payment, I meant to cancel",billing,medium,2023-09-03
TKT-518035,I received the wrong items in my box,shipping,medium,2023-10-21
TKT-728730,Do you have a referral program?!!!,other,low,2023-12-18
TKT-744926,How do I skip next month's box?,product,low,2022-11-28
TKT-879773,I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,medium,2023-08-07
TKT-816712,How do I skip next month's box?,product,high,2023-02-28
TKT-597000,I can't log into my account,account,low,2022-02-08
TKT-319229,My account seems to be hacked!!!,account,low,2022-05-15
TKT-249939,The items don't match what was advertised!!!,product,low,2022-08-29
TKT-920796,Can I gift a subscription to someone?,other,low,2022-08-03
TKT-850532,Can I change my shipping address?!!!,shipping,medium,2022-03-19
TKT-983163,How do I skip next month's box?,product,low,2022-12-02
TKT-378343,Why is shipping taking so long?,shipping,low,2023-09-28
TKT-773707,MY ACCOUNT SEEMS TO BE HACKED,account,medium,2023-10-01
TKT-346952,My box was damaged when it arrived,shipping,high,2023-06-13
TKT-648982,My box was damaged when it arrived,shipping,low,2024-01-09
TKT-540226,When is my next billing date?,billing,low,2023-04-21
TKT-687144,I RECEIVED THE WRONG ITEMS IN MY BOX,shipping,low,2022-12-26
TKT-576100,I keep getting duplicates of items I already have,product,medium,2022-04-28
TKT-624105,There's an unknown charge on my account from StreamCart,billing,high,2023-04-17
TKT-861447,"Please refund my last payment, I meant to cancel!!!",billing,high,2023-01-05
TKT-634464,I CAN'T LOG INTO MY ACCOUNT,account,high,2023-04-02
TKT-894928,THE PRODUCT QUALITY HAS REALLY GONE DOWN,product,low,2023-09-28
TKT-667942,I want to update my email address,account,low,2022-01-31
TKT-443679,My account seems to be hacked,account,medium,2022-07-22
TKT-629511,"I'm allergic to something in the box, what ingredients are used?",product,low,2022-06-21
TKT-346104,I want to update my email address!!!,account,medium,2022-07-21
TKT-441702,There's an unknown charge on my account from StreamCart,billing,low,2022-01-15
TKT-626462,WHY IS SHIPPING TAKING SO LONG?,shipping,medium,2023-07-19
TKT-388980,DO YOU SHIP INTERNATIONALLY?,other,low,2023-06-23
TKT-924871,My account seems to be hacked,account,low,2023-07-06
TKT-787150,Where is my order? It's been 2 weeks,shipping,low,2022-02-28
TKT-447942,Can I customize what I receive?,product,medium,2023-03-21
TKT-695405,My box was damaged when it arrived,shipping,low,2022-01-04
TKT-774874,When is my next billing date?,billing,medium,2023-09-12
TKT-713047,URGENT: Do you have a referral program?,other,high,2022-10-17
TKT-564691,I want to dispute this charge,billing,medium,2022-03-10
TKT-716998,I FORGOT MY USERNAME,account,low,2023-04-22
TKT-591875,I WANT TO UPDATE MY EMAIL ADDRESS,account,low,2022-12-11
TKT-528227,I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,medium,2022-01-13
TKT-337317,How do I cancel my membership?,account,low,2022-06-23
TKT-718602,URGENT: When is my next billing date?,billing,low,2022-10-14
TKT-875130,I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,high,2022-05-05
TKT-596153,When is my next billing date?,billing,medium,2022-08-15
TKT-873042,WHY DID MY PRICE INCREASE? I DIDN'T AUTHORIZE THIS,billing,low,2022-01-25
TKT-574776,I can't log into my account!!!,account,low,2022-02-18
TKT-893978,How do I reset my password?,account,low,2023-03-31
TKT-942596,The items don't match what was advertised,product,low,2023-06-10
TKT-242389,CAN I CHANGE MY SHIPPING ADDRESS?!!!,shipping,low,2023-10-03
TKT-282212,"I'm allergic to something in the box, what ingredients are used?",product,low,2023-07-14
TKT-913893,I received the wrong items in my box,shipping,medium,2023-03-10
TKT-817201,Do you ship internationally?,other,low,2023-05-21
TKT-390617,WHY IS SHIPPING TAKING SO LONG?!!!,shipping,low,2023-10-28
TKT-966621,Why did my price increase? I didn't authorize this,billing,medium,2022-12-24
TKT-252388,Can I pause my subscription?!!!,account,low,2023-06-13
TKT-447575,WHEN IS MY NEXT BILLING DATE?,billing,low,2023-12-19
TKT-114460,Just wanted to say I love your service!,other,low,2023-05-12
TKT-758540,DO YOU HAVE A REFERRAL PROGRAM?,other,low,2022-11-29
TKT-985033,I keep getting duplicates of items I already have,product,low,2022-12-15
TKT-225764,Can I pause my subscription?,account,medium,2023-12-01
TKT-561869,THE TRACKING NUMBER DOESN'T WORK,shipping,low,2023-07-09
TKT-272435,URGENT: The product quality has really gone down,product,medium,2022-12-13
TKT-795845,I want to update my email address,account,medium,2022-01-06
TKT-487811,I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,low,2023-08-25
TKT-366754,I was charged twice for my subscription this month,billing,high,2022-12-13
TKT-137482,There's an unknown charge on my account from StreamCart,billing,medium,2023-08-12
TKT-650691,I received the wrong items in my box,shipping,low,2022-04-10
TKT-852525,My package never arrived!!!,shipping,low,2022-11-07
TKT-757484,Why did my price increase? I didn't authorize this,billing,medium,2022-12-10
TKT-274694,MY PACKAGE NEVER ARRIVED!!!,shipping,high,2022-02-14
TKT-817002,THE PRODUCT QUALITY HAS REALLY GONE DOWN,product,medium,2022-10-31
TKT-117075,URGENT: THE TRACKING NUMBER DOESN'T WORK!!!,shipping,high,2023-09-26
TKT-891671,CAN I GIFT A SUBSCRIPTION TO SOMEONE?,other,low,2023-03-25
TKT-185974,I RECEIVED THE WRONG ITEMS IN MY BOX,shipping,low,2022-06-30
TKT-837745,I RECEIVED THE WRONG ITEMS IN MY BOX,shipping,high,2022-09-12
TKT-820035,Why is shipping taking so long?!!!,shipping,low,2023-02-05
TKT-858115,I want to update my email address,account,high,2023-02-27
TKT-789345,Can I customize what I receive?,product,medium,2023-09-29
TKT-489369,URGENT: My account seems to be hacked,account,high,2022-10-26
TKT-158146,MY ACCOUNT SEEMS TO BE HACKED,account,low,2023-11-25
TKT-743479,How do I skip next month's box?,product,low,2023-02-07
TKT-349307,CAN I GIFT A SUBSCRIPTION TO SOMEONE?,other,low,2022-05-12
TKT-250649,I keep getting duplicates of items I already have,product,medium,2023-04-02
TKT-160433,How do I cancel my membership?,account,high,2022-07-02
TKT-605385,The tracking number doesn't work!!!,shipping,medium,2023-05-29
TKT-369816,What's coming in next month's box?,other,medium,2023-03-16
TKT-311633,I want to update my email address,account,medium,2022-12-14
TKT-966650,How do I skip next month's box?,product,low,2022-04-17
TKT-667079,URGENT: How do I cancel my membership?,account,low,2023-07-08
TKT-475158,I WANT TO DISPUTE THIS CHARGE,billing,low,2022-05-08
TKT-565108,I forgot my username,account,high,2022-10-22
TKT-921761,When is my next billing date?,billing,high,2023-12-08
TKT-134342,"Please refund my last payment, I meant to cancel",billing,medium,2022-05-18
TKT-765871,URGENT: How do I reset my password?,account,medium,2022-02-10
TKT-900246,URGENT: THE TRACKING NUMBER DOESN'T WORK,shipping,high,2022-11-12
TKT-754986,URGENT: HOW DO I SKIP NEXT MONTH'S BOX?,product,medium,2022-08-20
TKT-245441,The product quality has really gone down!!!,product,low,2023-10-29
TKT-475105,I want to update my email address,account,medium,2023-07-21
TKT-808974,"Please refund my last payment, I meant to cancel",billing,medium,2022-10-04
TKT-260762,URGENT: I forgot my username,account,medium,2023-11-10
TKT-681469,Can I change my shipping address?!!!,shipping,medium,2022-11-28
TKT-594242,CAN I PAUSE MY SUBSCRIPTION?,account,low,2022-02-17
TKT-106321,CAN I PAUSE MY SUBSCRIPTION?,account,low,2023-11-30
TKT-969151,URGENT: I want to update my email address,account,medium,2023-12-07
TKT-638012,How do I reset my password?,account,low,2022-09-23
TKT-758668,I want to update my email address,account,low,2023-02-15
TKT-203301,My account seems to be hacked,account,high,2022-05-30
TKT-242935,I KEEP GETTING DUPLICATES OF ITEMS I ALREADY HAVE!!!,product,medium,2022-04-19
TKT-681200,URGENT: Why did my price increase? I didn't authorize this,billing,low,2023-05-14
TKT-143065,The items don't match what was advertised!!!,product,low,2023-01-31
TKT-595082,My account seems to be hacked,account,low,2022-09-25
TKT-612506,DO YOU SHIP INTERNATIONALLY?,other,low,2023-11-10
TKT-777523,Why is shipping taking so long?,shipping,medium,2022-07-18
TKT-680820,The product quality has really gone down,product,low,2022-10-30
TKT-263063,WHY DID MY PRICE INCREASE? I DIDN'T AUTHORIZE THIS,billing,low,2023-09-12
TKT-489077,I FORGOT MY USERNAME,account,medium,2022-07-26
TKT-230021,URGENT: WHY IS SHIPPING TAKING SO LONG?,shipping,medium,2023-08-11
TKT-345247,CAN I CUSTOMIZE WHAT I RECEIVE?,product,high,2022-10-21
TKT-271805,How do I reset my password?!!!,account,low,2022-04-20
TKT-832782,How do I skip next month's box?,product,low,2023-03-12
TKT-231111,URGENT: Why is shipping taking so long?,shipping,high,2024-01-03
TKT-707974,URGENT: The items don't match what was advertised,product,medium,2023-01-22
TKT-856697,I can't log into my account,account,medium,2023-04-05
TKT-530553,THE PRODUCT QUALITY HAS REALLY GONE DOWN,product,medium,2022-09-20
TKT-487111,"Please refund my last payment, I meant to cancel",billing,low,2022-02-04
TKT-913618,URGENT: WHAT'S COMING IN NEXT MONTH'S BOX?,other,medium,2023-03-29
TKT-753334,Can I customize what I receive?,product,high,2023-07-24
TKT-138413,Do you ship internationally?,other,medium,2023-11-27
TKT-326494,The items don't match what was advertised,product,low,2023-07-28
TKT-314287,I was charged twice for my subscription this month!!!,billing,medium,2023-11-20
TKT-783352,Can I pause my subscription?,account,medium,2023-12-13
TKT-483208,I can't log into my account,account,low,2023-03-06
TKT-207408,I WANT TO DISPUTE THIS CHARGE,billing,medium,2023-08-01
TKT-130788,THE TRACKING NUMBER DOESN'T WORK!!!,shipping,medium,2023-06-08
TKT-409897,URGENT: I CAN'T LOG INTO MY ACCOUNT,account,medium,2023-12-15
TKT-352263,I want to dispute this charge,billing,low,2023-01-04
TKT-321925,WHAT'S COMING IN NEXT MONTH'S BOX?,other,medium,2023-06-30
TKT-206114,My account seems to be hacked,account,low,2022-11-19
TKT-525250,Do you have a referral program?,other,medium,2023-04-03
TKT-204309,The items don't match what was advertised!!!,product,low,2022-10-05
TKT-330777,Where is my order? It's been 2 weeks,shipping,high,2023-09-28
TKT-572109,How do I skip next month's box?!!!,product,low,2022-03-19
TKT-566058,"I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?!!!",product,low,2022-03-30
TKT-604905,Do you have a referral program?!!!,other,high,2022-02-25
TKT-340700,Can I gift a subscription to someone?,other,low,2023-02-09
TKT-358231,Can I pause my subscription?,account,low,2023-10-24
TKT-694229,Why is shipping taking so long?,shipping,low,2023-03-24
TKT-645199,URGENT: How do I cancel my membership?,account,low,2023-04-14
TKT-322671,"PLEASE REFUND MY LAST PAYMENT, I MEANT TO CANCEL",billing,low,2023-10-19
TKT-816916,Where is my order? It's been 2 weeks,shipping,medium,2022-06-04
TKT-178400,I can't log into my account,account,medium,2023-03-16
TKT-812297,"URGENT: I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?",product,low,2022-10-24
TKT-952232,What's coming in next month's box?,other,medium,2022-04-04
TKT-110722,DO YOU HAVE A REFERRAL PROGRAM?,other,medium,2023-06-01
TKT-860885,I forgot my username,account,low,2023-04-04
TKT-181082,How do I reset my password?,account,medium,2023-10-02
TKT-942819,Can I pause my subscription?,account,high,2022-08-30
TKT-945885,My package never arrived,shipping,medium,2023-10-31
TKT-585399,I forgot my username,account,low,2023-08-16
TKT-130304,How do I reset my password?,account,medium,2023-04-06
TKT-244768,MY BOX WAS DAMAGED WHEN IT ARRIVED,shipping,low,2023-07-05
TKT-103401,URGENT: CAN I SWITCH TO A CHEAPER PLAN?,billing,low,2023-09-18
TKT-735786,I can't log into my account,account,low,2022-11-21
TKT-713363,Can I customize what I receive?,product,medium,2022-08-10
TKT-430042,The tracking number doesn't work,shipping,low,2023-04-11
TKT-734474,I want to update my email address,account,low,2023-04-30
TKT-104004,Why did my price increase? I didn't authorize this,billing,low,2022-02-23
TKT-470665,URGENT: The product quality has really gone down!!!,product,medium,2022-03-16
TKT-786418,Why is shipping taking so long?,shipping,medium,2022-06-13
TKT-817769,The product quality has really gone down,product,medium,2022-10-13
TKT-508563,I want to update my email address,account,high,2023-08-12
TKT-297269,Can I pause my subscription?,account,medium,2022-08-06
TKT-899614,How do I cancel my membership?!!!,account,low,2022-04-23
TKT-444443,CAN I CUSTOMIZE WHAT I RECEIVE?!!!,product,medium,2023-03-18
TKT-194472,Can I change my shipping address?,shipping,medium,2022-09-30
TKT-421799,I can't log into my account,account,low,2022-12-31
TKT-252712,How do I cancel my membership?!!!,account,medium,2023-11-24
TKT-607974,Where is my order? It's been 2 weeks!!!,shipping,high,2023-11-18
TKT-165066,URGENT: I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,low,2023-09-04
TKT-521048,I forgot my username,account,high,2023-06-19
TKT-519802,Can I gift a subscription to someone?,other,low,2022-05-31
TKT-565676,Can I switch to a cheaper plan?,billing,medium,2022-09-22
TKT-425561,MY PACKAGE NEVER ARRIVED,shipping,medium,2022-09-10
TKT-558660,Can I pause my subscription?!!!,account,low,2023-03-26
TKT-444144,My package never arrived,shipping,medium,2023-07-14
TKT-972877,I want to dispute this charge,billing,medium,2022-01-15
TKT-278708,THERE'S AN UNKNOWN CHARGE ON MY ACCOUNT FROM STREAMCART,billing,low,2022-10-04
TKT-377610,Can I gift a subscription to someone?,other,low,2023-03-27
TKT-961181,I forgot my username,account,low,2022-01-03
TKT-743799,I was charged twice for my subscription this month,billing,high,2022-10-27
TKT-599512,URGENT: The items don't match what was advertised,product,medium,2022-02-10
TKT-951449,I WANT TO UPDATE MY EMAIL ADDRESS,account,low,2023-05-10
TKT-208015,Why did my price increase? I didn't authorize this,billing,low,2023-10-06
TKT-742360,Why did my price increase? I didn't authorize this,billing,low,2023-08-27
TKT-851668,How do I reset my password?,account,medium,2022-07-25
TKT-639109,The tracking number doesn't work,shipping,low,2023-02-03
TKT-484115,"Please refund my last payment, I meant to cancel",billing,low,2022-12-19
TKT-967430,"Please refund my last payment, I meant to cancel",billing,medium,2022-03-11
TKT-679886,I FORGOT MY USERNAME,account,medium,2023-06-06
TKT-704546,"I'm allergic to something in the box, what ingredients are used?",product,medium,2023-04-03
TKT-101772,Where is my order? It's been 2 weeks,shipping,low,2023-01-18
TKT-699873,Why did my price increase? I didn't authorize this,billing,low,2023-02-08
TKT-677930,MY BOX WAS DAMAGED WHEN IT ARRIVED,shipping,low,2023-08-17
TKT-205798,I can't log into my account!!!,account,low,2022-07-02
TKT-944786,I want to update my email address,account,low,2023-03-19
TKT-224246,URGENT: I WANT TO UPDATE MY EMAIL ADDRESS,account,high,2023-12-15
TKT-400249,The tracking number doesn't work!!!,shipping,low,2023-08-27
TKT-943754,Just wanted to say I love your service!,other,low,2022-05-23
TKT-637933,DO YOU HAVE A REFERRAL PROGRAM?,other,medium,2022-02-21
TKT-367724,URGENT: My account seems to be hacked,account,medium,2022-08-14
TKT-673907,I received the wrong items in my box,shipping,high,2023-11-16
TKT-509403,URGENT: When is my next billing date?!!!,billing,medium,2024-01-13
TKT-989681,I WAS CHARGED TWICE FOR MY SUBSCRIPTION THIS MONTH,billing,low,2022-06-12
TKT-558268,How do I reset my password?!!!,account,low,2023-04-26
TKT-711216,"URGENT: I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?!!!",product,medium,2022-08-02
TKT-597651,I WANT TO UPDATE MY EMAIL ADDRESS!!!,account,high,2022-12-17
TKT-240769,Where is my order? It's been 2 weeks!!!,shipping,low,2023-05-24
TKT-407777,My package never arrived,shipping,medium,2022-05-01
TKT-855478,I FORGOT MY USERNAME,account,medium,2022-05-25
TKT-301982,I want to update my email address,account,low,2023-01-08
TKT-298191,I WANT TO DISPUTE THIS CHARGE,billing,low,2023-02-03
TKT-785813,WHEN IS MY NEXT BILLING DATE?,billing,medium,2023-05-11
TKT-281983,Where is my order? It's been 2 weeks!!!,shipping,low,2022-07-09
TKT-952989,Can I customize what I receive?!!!,product,medium,2022-03-16
TKT-650614,My package never arrived,shipping,medium,2022-06-08
TKT-233367,I CAN'T LOG INTO MY ACCOUNT,account,low,2022-09-13
TKT-443915,URGENT: Can I pause my subscription?,account,low,2022-01-05
TKT-230016,The product quality has really gone down!!!,product,low,2022-01-28
TKT-877941,Can I gift a subscription to someone?,other,medium,2023-07-20
TKT-364669,URGENT: How do I reset my password?,account,high,2022-12-16
TKT-291764,Can I customize what I receive?!!!,product,medium,2023-04-14
TKT-689250,CAN I CHANGE MY SHIPPING ADDRESS?,shipping,low,2023-11-07
TKT-453488,URGENT: My box was damaged when it arrived,shipping,medium,2023-06-03
TKT-480225,Just wanted to say I love your service!,other,low,2023-08-13
TKT-428711,The items don't match what was advertised,product,medium,2022-12-24
TKT-155627,How do I cancel my membership?,account,medium,2023-08-25
TKT-819817,"I'M ALLERGIC TO SOMETHING IN THE BOX, WHAT INGREDIENTS ARE USED?",product,medium,2022-04-28
TKT-869008,Do you have a referral program?,other,low,2023-01-12
TKT-105973,Do you ship internationally?,other,low,2022-08-28
TKT-448532,Can I pause my subscription?,account,high,2022-05-26
TKT-998582,How do I reset my password?!!!,account,medium,2023-12-24
TKT-251164,The tracking number doesn't work,shipping,low,2022-11-09
TKT-383117,CAN I GIFT A SUBSCRIPTION TO SOMEONE?,other,medium,2022-07-05
TKT-785891,WHY IS SHIPPING TAKING SO LONG?,shipping,high,2022-12-15
TKT-686576,HOW DO I CANCEL MY MEMBERSHIP?,account,medium,2023-02-02
TKT-795410,I can't log into my account,account,medium,2023-01-25
TKT-708094,WHERE IS MY ORDER? IT'S BEEN 2 WEEKS,shipping,medium,2022-01-21
TKT-965440,URGENT: The product quality has really gone down,product,low,2022-01-08
TKT-533225,"Please refund my last payment, I meant to cancel",billing,low,2023-08-18
TKT-904675,URGENT: Why is shipping taking so long?!!!,shipping,low,2023-07-07
TKT-575952,My account seems to be hacked,account,low,2024-01-12
TKT-898657,Can I pause my subscription?,account,medium,2022-01-01
TKT-523419,Do you have a referral program?,other,low,2022-12-08
TKT-389663,I want to update my email address,account,low,2023-05-18
TKT-208411,JUST WANTED TO SAY I LOVE YOUR SERVICE!!!!,other,medium,2023-07-05
TKT-820464,The product quality has really gone down,product,high,2022-08-06
